path	line	occurrence	category
scripts/setup-symlinks.sh	188	~/.claude	keep:code-governed-by-S2
scripts/apply-mcp-local.sh	2	~/.claude	keep:code-governed-by-S2
scripts/spawn-specialist.py	159	~/.claude	keep:code-governed-by-S2
scripts/spawn-specialist.py	226	~/.claude	keep:code-governed-by-S2
scripts/spawn-specialist.py	268	~/.claude	keep:code-governed-by-S2
scripts/spawn-specialist.py	338	~/.claude	keep:code-governed-by-S2
scripts/spawn-specialist.py	345	~/.claude	keep:code-governed-by-S2
scripts/spawn-specialist.py	528	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	2	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	6	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	9	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	12	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	16	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	17	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	19	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	25	~/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	57	$HOME/.claude	keep:code-governed-by-S2
scripts/migrate-to-isolated.sh	137	~/.claude	keep:code-governed-by-S2
scripts/tool-usage-report.py	5	~/.claude	keep:code-governed-by-S2
scripts/sync-instructions-repo.sh	90	~/.claude	keep:code-governed-by-S2
scripts/sync-instructions-repo.sh	103	~/.claude	keep:code-governed-by-S2
scripts/sync-instructions-repo.sh	111	~/.claude	keep:code-governed-by-S2
scripts/doctor.sh	69	~/.claude	keep:code-governed-by-S2
scripts/doctor.sh	164	~/.claude	keep:code-governed-by-S2
scripts/doctor.sh	169	$HOME/.claude	keep:code-governed-by-S2
scripts/doctor.sh	177	~/.claude	keep:code-governed-by-S2
scripts/verify-plan-file.py	205	~/.claude	keep:code-governed-by-S2
scripts/spawn-cursor-escape.py	109	~/.claude	keep:code-governed-by-S2
config.md	3	~/.claude	convert
config.md	24	~/.claude	convert
